cat,sample_type,phase,elev_minimum,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
3704,hull,mm,53.46512222,265.9823242,3,298.930855,379.4621026,341.0994937,54.47087,island,3837000,33938.70581,248942,625816
3705,hull,mm,45.93800735,55.38918877,4,189.3762452,345.1342222,619.0850231,46.2771,mainland,,269.5882108,47383,104350
3706,hull,mm,55.07265854,204.5040833,3,89.98121931,270.7768174,290.5076005,56.23964,mainland,,83.12607681,12287,12287
3707,hull,mm,56.82035065,217.545105,4,193.8349941,308.7803403,268.5764489,57.82509,mainland,,58.85153897,1397,1397
3708,hull,mm,54.48233414,65.76784134,3,50.71102295,273.4343064,341.1517104,54.48233,island,6221500,659.3750057,47771,59932
3709,hull,mm,58.81393433,130.5686817,2,50.21393822,207.0796173,252.9325742,59.39192,island,85707300,9617.495388,113178,344144
3710,hull,mm,62.15473557,230.1458168,5,84.45247795,210.1745032,190.5055832,62.793,island,3644800,29101.91167,150767,467738
3711,hull,mm,55.46933365,141.4827209,4,16.97141387,16.1229534,16.1229534,55.94017,island,8400,52915.23632,575380,1584300
3712,hull,mm,54.38431931,165.642025,2,42.19007443,282.1970939,286.1600777,54.48104,island,98270600,10120.60536,211081,627169
3713,hull,mm,51.93803787,278.8527222,2,206.3460607,272.4517632,312.3708934,53.5645,mainland,,625.7382053,67632,76970
3714,hull,mm,59.32240295,74.35263393,1,93.73820954,230.094085,247.3028263,59.78176,island,5797700,1076.744429,107034,216951
3715,hull,mm,46.0608902,177.1307564,2,93.43295871,314.1437063,428.3971362,46.65229,mainland,,13030.05178,149256,518756
3716,hull,mm,63.0484581,203.512149,2,6.877789862,215.3696361,266.2992587,63.06384,mainland,,45112.12192,296445,1008752
3717,hull,mm,63.2379837,318.5164185,3,178.6360165,213.541601,222.2169605,68.1785,mainland,,375.248954,28675,36716
3718,hull,mm,52.57450867,184.9735661,3,306.0071637,355.9112949,341.4924505,52.6771,mainland,,141.4135947,9822,24780
3719,hull,mm,67.33201599,80.79726791,4,146.2570229,170.2146217,169.7602675,67.33202,island,8050400,94.30705624,3935,3999
3720,hull,mm,55.64860916,85.06331253,2,173.7310004,297.5461055,268.6723453,56.37675,mainland,,68.84254095,2632,2748
3721,hull,mm,47.04287338,277.4814415,3,48.1510706,569.0164122,493.6703537,47.3125,island,8699700,1309.937755,159873,283688
3722,hull,mm,49.38925552,144.6223907,2,17.82326088,110.1787225,200.8076604,49.44356,mainland,,3546.964998,56253,152631
3723,hull,mm,50.92077637,217.6123199,4,66.66886196,203.4631101,333.8730172,50.92078,mainland,,15106.14634,265433,870915
3724,hull,mm,49.28330231,184.1671677,2,59.35747488,373.6414558,428.3626235,49.2833,mainland,,6618.016575,105583,261251
3725,hull,mm,53.08955383,58.06560802,2,107.1402578,143.1285723,185.3974588,54.42933,island,856700,1510.342531,61694,200127
3726,hull,mm,51.04363251,129.5985947,2,15.40764944,297.0837091,219.2148454,51.15432,mainland,,9950.393597,58945,74595
3727,hull,mm,54.04841232,133.4768707,3,230.0509002,372.2772753,348.5619277,61.71167,island,407000,342.3360843,12697,12697
3728,hull,mm,57.94134903,208.883847,3,168.7031695,279.0815557,294.9184933,59.46464,mainland,,9775.693203,146156,258037
3729,hull,mm,51.21227646,127.4479675,3,302.6223959,364.7275181,392.7796222,53.21177,mainland,,46.17682394,3574,3574
3730,hull,mm,62.28090286,269.346991,2,161.829076,226.2470997,207.5338251,64.11311,island,3149200,46.28331537,1881,2040
3731,hull,mm,62.84812546,172.8068924,4,113.7252346,200.848156,216.8674011,63.29958,island,400,578.4299008,30264,30270
3732,hull,mm,49.95006561,156.9393959,2,32.42224888,101.8885089,186.9777643,50.06607,mainland,,5362.830495,67326,159152
3733,hull,mm,61.86751175,265.333429,3,167.3178136,240.3784438,233.4578449,64.55605,mainland,,258.8370481,10287,10287
3734,hull,mm,64.36418915,267.4461212,4,99.35806031,197.0281406,203.2499642,69.56292,island,1800,459.8303895,23774,28879
3735,hull,mm,62.12157822,332.6499329,2,146.7959456,190.2879566,204.1347077,64.20362,island,159800,836.7403964,73922,89294
3736,hull,mm,66.05564117,172.5927979,4,167.6486912,189.021728,178.9981039,66.38293,island,86900,1168.836444,104061,214133
3737,hull,mm,67.42832184,10.6037724,3,30.33751323,157.1883126,156.2697109,67.42832,mainland,,70.84947514,33744,37358
3738,hull,mm,46.54600525,354.4209106,4,320.7200907,504.3256092,521.077349,49.5948,island,266100,725.8555676,79233,104495
3739,hull,mm,65.16387939,334.780188,2,82.18948863,166.4067883,172.9966424,65.7431,island,53824000,1115.735324,65494,118765
3740,hull,mm,56.69985199,148.806677,3,49.77619215,305.4330694,295.1807308,56.69985,island,34700,198.0221115,33,33
3741,hull,mm,61.57044601,272.1015442,4,184.4684015,251.0974954,261.732846,64.7657,island,22700,32888.61392,303134,817565
3742,hull,mm,55.73603821,74.58759155,4,321.4374395,345.2997103,298.2470587,60.57394,island,82738600,157.5109618,6291,6291
3743,hull,mm,61.42437363,114.9820957,2,31.19200536,106.9739714,227.7257803,61.69911,mainland,,4028.026814,177558,682100
3744,hull,mm,57.43821335,67.48491859,2,24.76713786,88.57001299,272.7214668,57.43821,mainland,,9268.602559,81237,82842
3745,hull,mm,55.51957703,148.6966888,2,26.58171825,231.3865078,275.7117205,55.64702,mainland,,8873.764571,58859,168037
3746,hull,mm,55.69604492,316.2963928,3,85.04590667,346.8513275,341.4111753,56.98925,island,19200,46.20953208,51450,225215
3747,hull,mm,52.24253082,335.7670517,4,189.7479704,401.8114716,402.4623392,53.65009,mainland,,137.979674,5588,5916
3748,hull,mm,58.4668808,274.1758057,4,223.4113061,244.4456357,243.1762405,63.5742,island,8826900,22257.18804,198367,655817
3749,hull,mm,65.03430176,57.91155624,4,74.20941711,200.472399,179.6633297,68.3519,island,1500,221.7868385,15691,36663
3750,hull,mm,47.32683182,99.2304821,2,98.19505798,371.6957545,441.862538,47.96998,mainland,,138.7507436,9997,9997
3751,hull,mm,68.00700378,80.56313248,4,15.28151469,159.010529,162.9503501,68.88131,island,1800,401.37139,22443,25901
3752,hull,mm,50.12412262,78.99080849,2,53.18990978,52.82906292,265.1546639,50.21441,mainland,,9313.788007,42596,111511
3753,hull,mm,63.73313141,89.71359062,3,202.5970013,174.0797158,186.4704392,65.78445,mainland,,4474.27845,44461,101977
3754,hull,mm,67.78868103,228.6113396,4,111.8188533,155.9045789,154.9941293,67.82536,mainland,,20.59387789,2436,2501
3755,hull,mm,65.47233582,49.70852814,5,46.02947851,83.82313154,145.6431953,65.9126,island,2920800,1796.104045,110249,226568
3756,hull,mm,50.95824051,307.6953735,2,183.1132688,309.5962445,328.3094206,51.8001,island,106555300,390.5469163,44447,49875
3757,hull,mm,64.00830078,162.3180618,4,171.1300609,166.6186864,170.0396479,64.49668,island,3149200,68.2554655,1792,1792
3758,hull,mm,63.83309555,80.41640854,4,117.3134252,207.0928283,204.9383741,64.40382,mainland,,99.76370966,15024,21860
3759,hull,mm,46.23315811,108.8399216,3,245.5783611,618.0575317,583.6441802,46.8199,mainland,,972.2392669,143881,276843
3760,hull,mm,49.04156494,57.26964951,2,93.73310959,301.0420034,373.1622398,49.20249,island,8600,880.7847514,70344,113939
3761,hull,mm,65.59436798,91.60720634,3,15.95648549,151.0129641,179.8381914,66.25758,mainland,,375.4862532,37450,42330
3762,hull,mm,46.7444725,39.69924259,3,297.1017049,506.8451571,532.2508216,46.74447,island,207900,511.2427434,39668,39668
3763,hull,mm,60.18999481,276.8440781,2,82.78551958,209.9699621,211.5931697,61.26867,mainland,,51.68387602,4984,4984
3764,hull,mm,48.73770142,60.74004459,2,73.14243067,377.8964045,436.9997222,48.7377,mainland,,197.1269896,14688,15923
3765,hull,mm,46.54317856,182.2219267,3,280.5098496,497.4834717,516.2216836,46.82122,mainland,,93.13548449,17617,17617
3766,hull,mm,65.68458557,240.2294426,4,91.81811923,194.1605791,188.6013226,68.30712,island,8070200,195.7277008,18979,22840
3767,hull,mm,64.57105255,70.26987839,3,92.72021825,189.4968903,184.8848018,64.76111,island,1979000,1043.775945,122399,385262
3768,hull,mm,67.82131958,81.74527585,4,9.310972821,165.8230901,162.8575348,67.82132,island,2700,249.1683018,32300,33785
3769,hull,mm,49.24344635,180.1081238,4,117.1094621,414.550506,414.8901164,49.24345,mainland,,87.40447246,37,37
3770,hull,mm,66.89821625,316.8761414,2,126.9816793,168.0470237,164.924766,68.4984,mainland,,209.1468593,11918,17197
3771,hull,mm,65.96289825,186.302681,4,18.05634896,200.4191685,202.0627006,65.9629,mainland,,293.4043336,85797,113316
3772,hull,mm,54.84606552,249.6732292,4,215.8469492,336.3624694,346.0636904,56.72447,mainland,,507.7686008,63493,73941
3773,hull,mm,53.60631943,180.9422092,4,127.89972,165.1722638,301.1336662,55.94614,island,39800,3686.130732,339143,1020734
3774,hull,mm,43.86845016,42.62507915,4,311.4343975,672.0682834,710.2436258,45.52314,island,3500,751.1070282,125223,168670
3775,hull,mm,45.4711647,253.4034729,4,339.1096396,551.1011817,570.9402253,45.88345,mainland,,233.672911,44278,51430
3776,hull,mm,57.81239319,260.4149551,5,18.1187278,162.7653512,261.6758415,58.20139,island,3900,37462.27104,337139,1057751
3777,hull,mm,52.33060455,290.8356781,4,146.1494659,427.2867914,386.0075139,53.04025,mainland,,761.994055,56834,120040
3778,hull,mm,63.61820984,144.8059052,4,206.6790551,202.2724612,194.5269251,67.44844,mainland,,88.9754057,2185,2189
3779,hull,mm,64.82070923,161.4475098,3,149.1962112,173.4071895,178.9302856,65.47123,island,133500,23.35672365,471,471
3780,hull,mm,60.7743454,276.2030106,2,52.15812326,188.3421199,232.0609337,60.99221,island,9487600,12330.70166,295149,1081767
3781,hull,mm,58.34220123,106.8940773,2,59.24171062,127.3993466,127.163185,58.3422,island,13100,18904.21391,45149,45352
3782,hull,mm,51.69408035,314.9927979,4,158.5838689,400.6431674,399.4761838,52.73758,mainland,,44.22450964,3260,5096
3783,hull,mm,48.24481583,281.8624268,3,176.2682221,417.689802,465.4676305,49.04083,island,6829800,2042.403231,236699,380526
3784,hull,mm,56.98948288,124.8886395,3,58.36457044,278.7015003,278.0833358,57.68657,island,510700,399.4791829,51143,121205
3785,hull,mm,69.09922791,194.3786864,4,21.62345327,137.0023361,152.5397507,69.20442,mainland,,94.22749172,32440,37568
3786,hull,mm,48.88785172,217.0825989,3,355.9235243,439.5207198,446.0215725,49.24009,mainland,,89.66585894,9039,9039
3787,hull,mm,48.41204453,269.8323593,4,306.4464393,472.692337,434.4459006,52.67218,mainland,,318.5567137,15574,36972
3788,hull,mm,69.38370514,180.6876404,4,56.97299267,87.29518376,134.4113138,69.38371,island,128400,449.0240508,9086,9086
3789,hull,mm,52.3302002,160.7608719,2,44.49450977,318.0788342,348.7306079,52.84339,island,104669500,7180.895156,185705,464561
3790,hull,mm,60.47442245,287.1772919,3,108.9465124,250.213255,254.386041,62.81236,island,2106000,2424.728664,301018,518606
3791,hull,mm,47.87854767,99.75308609,4,446.1021296,512.6185542,469.1103969,48.85488,mainland,,207.2190924,19473,19520
3792,hull,mm,57.800457,274.707695,4,75.09491019,264.0155786,268.6354691,58.28957,mainland,,117.3110315,2505,2642
3793,hull,mm,55.62151337,81.09588814,2,62.9794091,328.3334602,307.8597633,55.77332,island,94700300,4635.399043,110607,361066
3794,hull,mm,48.23936462,304.4839111,2,143.2717008,233.2674375,352.363843,48.56025,island,1586100,581.110653,40402,49329
3795,hull,mm,55.47981262,269.3466339,2,118.6840431,282.0962302,307.5243558,56.60894,island,10232700,11482.41276,136259,464173
3796,hull,mm,49.48487473,113.7947502,4,145.1968158,214.2817542,382.0068901,51.94034,mainland,,5116.891106,69646,186338
3797,hull,mm,58.16753769,80.67839813,5,57.31560655,179.8741707,226.8112975,59.48697,island,4109400,5642.665574,96359,222830
3798,hull,mm,61.25180435,157.7877964,4,69.05301346,253.1867331,244.2961498,61.50189,island,38000,213.4140092,16166,20113
3799,hull,mm,55.61805725,167.9151581,2,10.43438893,104.3287218,206.5211698,55.72788,mainland,,17926.56097,164465,527914
3800,hull,mm,47.15111542,42.41590767,4,204.1599254,421.4887785,482.8021724,48.90405,island,4164300,91.18833367,3670,3670
3801,hull,mm,66.25144958,174.1642761,3,58.30900468,155.4459442,188.2374046,67.42155,island,1813700,19361.59463,194007,484349
3802,hull,mm,53.0947113,168.823349,2,8.181999611,152.6056641,296.960077,53.16449,mainland,,25363.22508,110668,338374
3803,hull,mm,53.77878952,126.6935043,2,12.70874892,141.6633936,317.7641422,53.82209,mainland,,12778.29502,104091,316272
3804,hull,mm,50.63173676,141.0858231,2,18.42337913,100.1119991,170.958783,50.74517,mainland,,3508.810571,59566,161448
3805,hull,mm,66.14278412,185.9563017,4,24.21524392,119.2502501,170.2327828,66.92913,island,123100,46.06449309,10482,12979
3806,hull,mm,43.11185074,76.40238953,4,757.0096845,663.7241767,684.1313377,46.18765,mainland,,623.8334218,64696,86341
3807,hull,mm,56.45066833,132.8929199,2,46.4726056,256.00065,313.0414026,56.55267,mainland,,15730.32799,60020,215175
3808,hull,mm,51.2561264,103.8427181,2,234.7907387,337.1174993,335.4813247,53.6464,mainland,,11244.12673,58549,99824
3809,hull,mm,56.66460419,217.964817,4,246.3279752,300.2738315,307.8643265,58.34343,island,70200,37418.0522,191917,675981
3810,hull,mm,51.56067276,224.0469666,4,129.4339244,395.4879301,396.4861929,54.43987,mainland,,244.880886,13586,25529
3811,hull,mm,54.11714172,255.6924286,5,50.87671373,208.758152,302.0830105,54.21466,mainland,,12095.18899,117483,233117
3812,hull,mm,57.09143448,261.9353149,5,189.6878341,278.928769,296.6968766,60.23682,island,5702000,298.4976751,14677,24866
3813,hull,mm,52.21760178,93.08028984,4,62.72415965,214.305571,364.0665837,53.87478,island,2100,14978.78271,234333,739588
3814,hull,mm,56.37244034,253.7633171,3,171.7898595,304.2888951,314.3632839,57.81793,island,326400,12718.03909,49228,153047
3815,hull,mm,54.25594711,196.8382355,2,15.25276966,140.8837083,303.8740904,54.50372,mainland,,23564.09414,115067,384744
3816,hull,mm,62.72587585,187.3532055,3,103.278959,215.3668744,216.0548208,63.12826,island,706200,64.8216363,4270,4270
3817,hull,mm,48.40175247,31.87018609,3,158.2336009,512.1705925,468.3732758,48.40175,mainland,,214.5532248,26471,26471
3818,hull,mm,56.67747498,84.36131668,4,111.5853086,290.9578648,295.8381836,59.50727,island,85707300,40.67555468,23322,95564
3819,hull,mm,50.12680435,84.81383514,4,357.6911287,450.0574024,432.2925271,52.57681,mainland,,80.15006351,5342,5342
3820,hull,mm,57.25630569,286.4130936,4,217.5518252,282.8028891,299.2711803,61.28942,island,243500,6889.096803,143157,495073
3821,hull,mm,52.8671608,333.5339722,3,185.9233301,345.7076796,335.2376961,52.86716,mainland,,45.56131187,4628,4628
3822,hull,mm,55.8366127,285.175293,3,183.8420393,268.3338903,302.7151813,59.28024,mainland,,147.6827875,20076,24471
3823,hull,mm,45.81090927,103.0395164,4,393.0677268,581.3601457,513.1610819,48.02119,mainland,,52.70177679,1149,1149
3824,hull,mm,53.90939713,146.1979421,2,33.7821691,207.605849,210.5365443,54.18414,island,202000,359.5035285,24398,45730
3825,hull,mm,60.60704041,75.78373909,3,151.1406511,265.8122952,236.2826759,61.42292,mainland,,349.7249957,42142,64242
3826,hull,mm,64.25698853,290.7699203,3,85.0402064,199.2420808,193.1548758,67.89231,island,3400,711.759621,48030,56719
3827,hull,mm,48.27204514,311.978981,2,376.4267026,429.5846423,393.5367348,48.27205,mainland,,27.63223426,6357,6357
3828,hull,mm,56.17048645,146.445385,2,174.1783118,276.7983194,260.0624882,56.7187,mainland,,16032.27581,68210,305532
3829,hull,mm,63.72286606,147.6636047,4,84.58165628,124.2437515,164.5872248,65.1153,island,8700,516.8746033,32764,41814
3830,hull,mm,50.2776413,185.3208557,4,208.3004576,440.0150829,430.184171,51.35164,mainland,,384.1566475,33120,33717
3831,hull,mm,50.17985535,186.9882698,4,340.8532984,435.1072236,439.1127162,51.03881,mainland,,54.71417974,2469,2469
3832,hull,mm,68.76911163,262.6819382,2,49.05672055,146.9398718,145.1339907,68.76911,mainland,,171.4774323,226,226
3833,hull,mm,66.8369751,207.8722046,4,149.0705576,173.0990394,180.46053,69.21745,island,341000,261.4658501,26058,26058
3834,hull,mm,50.78478241,67.79627705,2,14.72741588,89.71706451,174.1774017,50.78478,mainland,,313.8058374,2702,2702
3835,hull,mm,54.08991241,57.77971649,3,181.0738391,340.15167,366.0136723,54.76756,mainland,,225.8343107,15073,15157
3836,hull,mm,66.88544464,254.6829872,4,103.4627312,175.1419258,175.8742497,67.0709,mainland,,174.1623564,8976,9022
3837,hull,mm,56.95171356,145.2545204,2,8.542611942,95.90230537,228.1499212,57.03759,mainland,,40956.71726,210231,663173
3838,hull,mm,54.59217834,122.5838184,2,19.72363854,131.1734428,297.8435639,54.72861,mainland,,16952.61088,130504,447041
3839,hull,mm,66.30094147,95.62329412,2,48.43320716,67.38348475,152.60567,66.30094,island,31100,580.3966212,1326,1326
3840,hull,mm,65.31552887,168.9787781,4,144.2027006,186.1968888,194.4366083,65.5021,island,2744500,36.83927188,10588,41071
3841,hull,mm,55.10139465,42.31479263,3,240.4135558,370.6408675,352.8250482,57.00973,mainland,,154.9644204,7256,7256
3842,hull,mm,51.10535431,194.1061907,2,7.15328889,110.4676334,210.592739,51.16193,mainland,,16615.62731,83683,192967
3843,hull,mm,56.18670654,230.1288948,3,145.8892491,307.5523813,295.3966518,61.33552,island,1098400,665.6399263,44733,45387
3844,hull,mm,58.30106354,111.6711273,2,34.1528578,201.3859478,222.6860186,58.46983,island,88364800,22033.76972,277547,816782
3845,hull,mm,65.83272552,221.2624069,4,125.9285162,162.1315587,168.2769077,66.01148,mainland,,36.89245286,3606,3606
3846,hull,mm,66.60660553,135.6485748,2,29.81781103,90.84206691,129.7134468,66.60661,island,52233500,23985.73271,165689,168832
3847,hull,mm,63.75774002,77.93612003,4,18.04088078,179.3352154,194.9300681,64.49457,island,55853200,10451.57609,204931,660674
3848,hull,mm,51.68131256,214.6708221,2,12.21256886,55.61433891,217.209301,51.8846,mainland,,4030.831946,68938,175679
3849,hull,mm,57.68455124,319.9299683,4,47.29271081,132.6916659,133.4855161,58.29612,island,80100,1914.014784,55018,183456
3850,hull,mm,59.80023956,266.210041,4,120.5223109,244.4099185,246.7262747,59.95948,mainland,,95.92209762,14538,14852
3851,hull,mm,48.96046829,276.6592484,3,253.5275533,434.7963982,460.8671612,52.60771,island,4876000,2034.124584,295499,473570
3852,hull,mm,61.83478165,70.04678268,3,72.29787351,220.4289881,232.1153882,64.05968,mainland,,333.767212,36822,43645
3853,hull,mm,57.48088074,99.4529705,2,230.9052592,234.1132328,261.2669255,57.48088,mainland,,277.7820358,336,336
3854,hull,mm,58.68113327,152.9540405,4,90.43064329,295.0298242,280.0585005,59.17285,mainland,,93.2888415,3579,3579
3855,hull,mm,60.24020004,78.90405579,2,67.46349873,197.205789,217.8797146,60.2402,island,82738600,275.9940547,51279,69308
3856,hull,mm,62.82476425,274.011116,3,217.0717415,220.1750238,218.0396503,66.11241,mainland,,182.7263436,22372,22953
3857,hull,mm,56.0537262,124.8289261,3,17.8650074,318.8644652,293.030365,56.31588,island,92807600,233.8938808,6782,6897
3858,hull,mm,68.37064362,266.6498235,5,18.64387305,77.18574565,124.5168947,68.38737,island,2538200,1838.058749,190808,524285
3859,hull,mm,49.8898201,172.4714165,2,38.93392914,139.7938338,291.271824,49.92517,mainland,,35.40709692,22618,82944
3860,hull,mm,44.91145706,75.03281403,4,331.2479659,611.7967167,597.3114086,46.35668,mainland,,57.85982075,8297,8300
3861,hull,mm,49.79672241,249.9648132,2,175.9730414,393.2576049,398.8374943,49.79672,mainland,,283.0731688,8522,8522
3862,hull,mm,46.16479874,204.5702614,4,287.2969867,560.818464,500.5579133,46.96628,mainland,,9.559759268,274,274
3863,hull,mm,46.24756241,83.08685112,2,115.2361232,461.3007521,586.880635,46.30573,mainland,,185.2696176,14611,18092
3864,hull,mm,62.38877487,200.9237442,2,68.49600031,209.5997718,211.0037338,63.59953,island,58842800,16195.89713,29782,89430
3865,hull,mm,52.48881531,82.70353317,2,227.7077347,373.7793139,316.7396901,56.57032,mainland,,244.6986748,12999,14600
3866,hull,mm,48.8466568,128.6545582,4,172.2530753,426.5860194,454.2508908,49.5715,mainland,,242.7488226,24798,24798
3867,hull,mm,64.616745,181.492321,4,89.5008217,161.0949664,178.4162136,66.10656,island,8336500,87.71080229,2174,2174
3868,hull,mm,49.12095261,227.7705612,4,340.5610248,514.2209556,486.870259,49.12095,mainland,,87.37756493,86,86
3869,hull,mm,52.55482864,141.9004364,4,161.7063763,164.6715246,145.1442457,53.24808,island,940500,67909.71286,341759,1010722
3870,hull,mm,61.33602142,47.31129742,3,101.1786697,231.5400652,215.5231146,61.96935,island,2158300,451.7707186,55086,70799
3871,hull,mm,67.72657776,96.59465663,2,79.21241588,153.7184028,142.1005426,68.52663,island,8070200,9816.652074,104802,275433
3872,hull,mm,48.58100891,148.3710604,2,7.118935,323.6039476,443.7508314,48.58101,mainland,,9887.592267,105705,256570
3873,hull,mm,62.0610199,304.6777496,3,39.30661764,188.0451668,235.8883335,62.06102,mainland,,138.9690191,32693,41279
3874,hull,mm,54.28946304,30.10783195,4,168.6414973,239.7315601,322.9190861,55.45936,island,106900,484.308594,43253,45380
3875,hull,mm,56.28911972,91.81021576,4,267.9501915,290.8873015,275.6051786,61.37779,island,5594500,515.867862,61368,84845
3876,hull,mm,57.73050308,91.53844643,4,291.9836986,319.0226133,311.5119755,57.76112,island,73200,544.9663465,135144,407904
3877,hull,mm,62.97937775,257.015213,3,50.05867491,208.4510319,235.2574933,64.25655,mainland,,253.8564538,36043,45461
3878,hull,mm,63.97119904,248.8253708,5,64.08776338,173.1471028,161.3095763,64.17111,island,3149200,13760.29039,170064,616376
3879,hull,mm,55.27175522,172.5201912,2,7.841510559,119.1806751,217.971672,55.35426,mainland,,27256.83811,117237,400571
3880,hull,mm,57.04067993,18.05661631,3,134.5052363,319.8158843,301.0596027,58.64569,mainland,,279.1966868,15406,15912
3881,hull,mm,46.20664215,59.86715794,4,251.4299141,584.9316377,549.1041618,48.36012,island,28500,368.0924931,23814,24953
3882,hull,mm,61.88767624,169.5860233,4,74.82812814,226.7597176,232.8430985,61.94193,island,2955100,25.23708753,83932,151981
3883,hull,mm,52.97776794,341.6954407,3,187.0501327,344.7541399,373.2338748,56.02477,mainland,,251.4342707,21264,33966
3884,hull,mm,58.98978806,218.8812981,2,19.67895783,193.405452,233.2716466,58.98979,mainland,,11456.47002,117051,298487
3885,hull,mm,67.66877747,47.40001249,4,99.60738616,164.124103,179.9499578,67.91469,mainland,,47.15527298,7504,19046
3886,hull,mm,48.3413887,229.4651146,1,400.7012006,436.4323537,412.7614153,48.34139,mainland,,153.8495595,6678,6722
3887,hull,mm,46.86196899,249.7289391,4,249.5246941,522.0099649,470.377743,49.326,mainland,,72.6074791,2545,2545
3888,hull,mm,44.87621689,218.2725334,5,400.8375997,490.9743604,552.5161518,45.68712,mainland,,25216.54765,159105,420659
3889,hull,mm,65.18679047,126.3392887,4,97.87314736,119.8745939,181.1948409,66.45461,island,23600,44323.48994,105983,478249
3890,hull,mm,66.14321136,128.0320559,3,101.9693691,173.8095107,173.9466617,66.31012,island,99200,109.4835316,9067,10414
3891,hull,mm,54.39804077,45.34766579,2,9.997679731,67.08945773,182.4778946,54.75908,mainland,,20574.72473,127918,441472
3892,hull,mm,67.00981903,315.7273865,3,70.97632836,159.6882584,173.7437965,67.60466,mainland,,45.95537745,18964,20027
3893,hull,mm,49.52466202,99.44339447,4,253.9112808,479.4052699,438.416451,49.65334,mainland,,38.46492087,4067,4519
3894,hull,mm,65.07090759,196.1389847,4,113.7576246,168.4746981,184.8867521,65.5108,island,32700,12531.85013,80586,289317
3895,hull,mm,59.5231514,216.0583598,2,165.3966661,233.7644659,238.7167675,60.86878,island,3961600,324.9007125,32352,63919
3896,hull,mm,64.93380737,316.7041077,2,62.46893008,142.1218626,142.5291434,65.95329,island,95600,973.5001338,193776,477253
3897,hull,mm,58.68263245,236.6439972,3,65.76197535,251.3253715,262.0341275,60.09515,island,266400,91.27278513,17297,27347
3898,hull,mm,52.26208496,163.2675705,5,19.92879428,352.6822519,414.5883691,52.39511,mainland,,36902.43735,349363,972463
3899,hull,mm,53.95721054,177.3617592,2,191.3376758,382.5021134,317.4134705,53.96378,mainland,,25556.42519,92744,313821
3900,hull,mm,45.51124954,257.9201019,2,453.9179284,428.2243117,413.3972057,46.60424,mainland,,63.01573923,10429,10540
3901,hull,mm,45.41165161,20.44151859,2,202.6102496,406.5114662,504.3365816,45.74948,island,130200,191.1893022,10868,17330
3902,hull,mm,49.8068924,173.3395508,2,66.1062026,416.1689187,431.8330137,50.1827,mainland,,8624.368137,48253,177886
3903,hull,mm,58.6713295,62.93933201,3,145.6359183,252.9510401,257.2712932,60.43357,island,163000,10167.48128,164254,295296
3904,hull,mm,66.15357208,83.98553925,2,22.13885473,146.3166281,128.2709515,67.50317,island,800,383.9518269,25091,30260
3905,hull,mm,36.45669937,140.7909927,4,884.0436356,1021.423986,942.4274087,47.67418,island,99400,24070.95229,50329,128858
3906,hull,mm,67.75605011,188.2073822,4,8.849655646,186.2707984,168.9755379,68.01122,mainland,,2325.179503,64189,169201
3907,hull,mm,58.84692764,316.6912689,4,117.9737188,252.4660441,248.4817996,63.63902,island,53700,250.2480483,27419,27532
3908,hull,mm,62.61768723,215.281543,3,93.82425338,234.0179039,222.7615715,64.07823,mainland,,118.880508,10695,11006
3909,hull,mm,66.69181824,101.3612347,2,134.2719369,163.3995138,161.3841378,69.5418,mainland,,19742.94821,170325,591613
3910,hull,mm,65.45378876,119.0301189,3,36.55752589,201.4019827,181.2436706,65.50103,mainland,,54.78323275,3513,3513
3911,hull,mm,65.28644562,201.3676949,4,128.7363616,191.9997932,198.8012089,65.28645,island,158300,26.55145014,58,58
3912,hull,mm,46.49955368,327.9308395,2,186.8195693,543.2928799,519.826375,47.02265,mainland,,397.325282,22843,24723
3913,hull,mm,58.8950386,319.2636475,4,123.3755596,247.1191757,233.4052084,60.72976,island,82738600,248.1876448,11169,13308
3914,hull,mm,49.19416809,147.8635178,4,424.2158344,418.8169833,431.9748091,49.91971,mainland,,28.84599493,1966,1966
3915,hull,mm,46.29576492,194.2479004,2,194.7012551,572.240866,546.7521937,46.93473,island,800900,6024.738055,59781,217968
3916,hull,mm,47.24206924,186.1292542,4,243.7941682,487.0862098,473.5810229,48.11214,island,9600,114.9445299,4850,4850
3917,hull,mm,54.45064545,126.8903179,2,43.92967547,422.0116716,336.5681704,54.45065,mainland,,7877.202795,92217,224763
3918,hull,mm,48.19617462,32.59039354,3,85.94423222,426.1593438,471.7522283,48.92398,island,7204300,747.7582948,89003,171241
3919,hull,mm,50.67280197,199.7952972,4,297.5092187,443.1405648,376.9787611,54.92466,mainland,,228.9343994,9590,9590
3920,hull,mm,62.40420151,56.63979053,3,32.2183492,153.4040293,208.3820172,62.84781,mainland,,82.67049666,25455,31356
3921,hull,mm,64.43053436,256.5623474,4,87.39190086,208.4220117,208.9012071,66.69569,island,2686300,2185.876522,22449,87882
3922,hull,mm,66.95783997,168.1819,5,14.6427489,121.1120986,133.8782427,67.02104,island,2694200,43129.28893,191322,634609
3923,hull,mm,59.56925201,259.8375664,3,61.43344505,196.4905603,242.8503157,59.66053,island,247900,29.49478108,10197,10857
3924,hull,mm,46.21292877,170.5965332,3,290.059584,542.9538759,521.4168155,46.97597,mainland,,30.59489918,7085,7085
